"","node","mean","median","sd","n","CI_upper","CI_lower"
"141","556",-0.160035057657317,-0.1614377,0.0250377314142286,18005,-0.159669332795205,-0.160400782519429
"142","557",-0.169523430028325,-0.1715417,0.0255505878754219,18005,-0.169150213898117,-0.169896646158534
"143","558",-0.171708044159955,-0.1728553,0.0260798247046153,18005,-0.171327097494453,-0.172088990825458
"144","559",-0.170492656534296,-0.1730163,0.025933027261008,18005,-0.170113854131544,-0.170871458937048
"145","560",-0.232711440381561,-0.2325227,0.0444994198760243,18005,-0.232061439631534,-0.233361441131587
"146","561",-0.219809596923077,-0.2210156,0.0371727112904989,18005,-0.219266617030605,-0.220352576815549
"147","562",-0.214735555814496,-0.2157335,0.0429336702532547,18005,-0.214108425889122,-0.21536268573987
"148","563",-0.221292904893085,-0.2234379,0.037537422848504,18005,-0.22074459767754,-0.22184121210863
"149","564",-0.131973221491252,-0.1293717,0.024781246134836,18005,-0.131611243096498,-0.132335199886007
"150","565",-0.0823313038565593,-0.08103914,0.0437047082745133,18005,-0.081692911418247,-0.0829696962948716
"151","566",-0.0154975005337329,-0.01578226,0.023828220531292,18005,-0.0151494429352227,-0.015845558132243
"152","567",-0.130875610114413,-0.1290183,0.024974084022974,18005,-0.130510814946489,-0.131240405282336
"153","568",-0.130619660028325,-0.1282153,0.025058599944538,18005,-0.130253630340659,-0.130985689715992
"154","569",-0.254368122569375,-0.2439215,0.159028336558856,18005,-0.252045203791405,-0.256691041347345
"155","570",-0.255367457200102,-0.242313,0.157799253565657,18005,-0.253062491574547,-0.257672422825656
"156","571",-0.24575405025917,-0.2428159,0.122969113976685,18005,-0.243957846701063,-0.247550253817276
"157","572",-0.246467112135779,-0.2448862,0.123312190684448,18005,-0.24466589727375,-0.248268326997808
"158","573",-0.186828174623716,-0.1867914,0.00567727264645563,18005,-0.186745246992556,-0.186911102254875
"159","574",-0.243464498364699,-0.2310631,0.297927812238977,18005,-0.239112682050044,-0.247816314679355
"160","575",-0.191087527751943,-0.1739792,0.194282545420091,18005,-0.188249652548356,-0.193925402955531
"161","576",-0.24043469700281,-0.2419756,0.358975062847239,18005,-0.235191166621027,-0.245678227384593
"162","577",-0.43145368513288,-0.4447935,0.257424914499755,18005,-0.427693492573817,-0.435213877691943
"163","578",-0.356474171580161,-0.351137,0.197480339203258,18005,-0.353589586366347,-0.359358756793974
"164","579",-0.412813901192569,-0.4182973,0.159471464917443,18005,-0.410484509661331,-0.415143292723807
"165","580",-0.401506618179506,-0.4003893,0.152125824437899,18005,-0.39928452404303,-0.403728712315982
"166","581",-0.384848138048487,-0.3828341,0.148741285043472,18005,-0.382675481705829,-0.387020794391144
"167","582",-0.338493352026918,-0.3191612,0.193466463917042,18005,-0.335667397284105,-0.341319306769732
"168","583",-0.303705820823716,-0.2976317,0.190266326555472,18005,-0.300926610323658,-0.306485031323773
"169","584",-0.309520680062823,-0.3210672,0.197107605993847,18005,-0.306641539343935,-0.312399820781712
"170","585",-0.309372913078595,-0.3235062,0.199764207233825,18005,-0.306454967521276,-0.312290858635914
"171","586",-0.322801356568008,-0.3396664,0.225081608981755,18005,-0.319513601018318,-0.326089112117698
"172","587",-0.275547808828417,-0.2749423,0.234076603283071,18005,-0.272128663857053,-0.278966953799781
"173","588",-0.300957101664354,-0.2953874,0.192168750716082,18005,-0.29815010255189,-0.303764100776818
"174","589",-0.256300977551768,-0.2406171,0.249892965336929,18005,-0.252650803788875,-0.259951151314661
"175","590",-0.305609480944593,-0.2700759,0.288776774911313,18005,-0.301391333364116,-0.30982762852507
"176","591",-0.300647399204415,-0.2879171,0.231295422229332,18005,-0.297268878802448,-0.304025919606382
"177","592",-0.259746721098052,-0.2327816,0.270077081336265,18005,-0.255801718985154,-0.263691723210949
"178","593",-0.276531072377248,-0.2448382,0.248506410810515,18005,-0.272901151945402,-0.280160992809095
"179","594",-0.491325167245448,-0.4986514,0.254346287407678,18005,-0.48760994403485,-0.495040390456045
"180","595",-0.48563029165259,-0.4805084,0.386274925000494,18005,-0.479987993580697,-0.491272589724484
"181","596",-0.111709414011935,-0.08700005,0.266350282288094,18005,-0.107818849062111,-0.115599978961758
"182","597",-0.201490333523687,-0.271742,0.438118736699076,18005,-0.195090755546073,-0.207889911501302
"183","598",-0.246788933634428,-0.2850811,0.467609063627835,18005,-0.239958591959768,-0.253619275309089
"184","599",-0.33772445795914,-0.3059234,0.223598081942894,18005,-0.334458372213026,-0.340990543705255
"185","600",-0.336713628415218,-0.300478,0.221574913330074,18005,-0.333477094989548,-0.339950161840888
"186","601",-0.191586576671361,-0.1659901,0.216119550047083,18005,-0.18842972945813,-0.194743423884593
"187","602",-0.191031217254094,-0.1636961,0.212226469380244,18005,-0.187931236071035,-0.194131198437152
"188","603",-0.156842142355723,-0.1575829,0.180512695093067,18005,-0.154205402651549,-0.159478882059898
"189","604",-0.157669895990908,-0.1572203,0.180789898369378,18005,-0.155029107192655,-0.160310684789161
"190","605",-0.303644612601346,-0.2905436,0.19762658237154,18005,-0.300757891221053,-0.306531333981638
"191","606",-0.327604069315177,-0.3125716,0.22403220897318,18005,-0.324331642297737,-0.330876496332618
"192","607",-0.286714097129211,-0.30449,0.265673160696373,18005,-0.282833422859844,-0.290594771398578
"193","608",-0.244994879135152,-0.2707044,0.259167993310483,18005,-0.241209225513057,-0.248780532757246
"194","609",-0.324205236717478,-0.2927776,0.242884516345249,18005,-0.320657435010531,-0.327753038424425
