"","regime","median_alpha","min_alpha","max_alpha","median_sigma2","min_sigma2","max_sigma2","median_theta","min_theta","max_theta","median_theta_se","min_theta_se","max_theta_se","median_half_life","min_half_life","max_half_life"
"1","non-piscivore",2.69897737923665,0.226811776640838,6.09340208918529,0.0423138709596432,0.00292513488089874,0.0873719708762723,3.44250305672599,3.42033647207395,3.4521059327938,0.00554614996563637,0.00474989489175289,0.00991628835077903,0.257517692687325,0.113753724178183,3.05604581395948
"2","piscivore",2.69897737923665,0.226811776640838,6.09340208918529,0.0234584495967055,0.00601573250848213,0.063898417780011,3.50284736481257,3.3820030685265,3.53289308550749,0.00932366566066598,0.0075046943364563,0.0429095797169029,0.257517692687325,0.113753724178183,3.05604581395948
