"","regime","median_alpha","min_alpha","max_alpha","median_sigma2","min_sigma2","max_sigma2","median_theta","min_theta","max_theta","median_theta_se","min_theta_se","max_theta_se","median_half_life","min_half_life","max_half_life"
"1","Lacustrine",6.09335440547592,6.09228502177686,6.09340218627548,0.0521304696192284,0.0520494965910812,0.0521907994184116,3.48290048741208,3.48268275575717,3.48309932376623,0.00401005170345185,0.00400525462467662,0.00401954480246883,0.113754614361022,0.11375372236567,0.113774581800144
"2","Riverine",6.09335440547592,6.09228502177686,6.09340218627548,0.0855093087658385,0.0846366853334071,0.0864079797395832,3.38408333470487,3.383081886136,3.3844675647105,0.00834074890463142,0.00827668153707149,0.00842489925974841,0.113754614361022,0.11375372236567,0.113774581800144
