"","regime","median_alpha","min_alpha","max_alpha","median_sigma2","min_sigma2","max_sigma2","median_theta","min_theta","max_theta","median_theta_se","min_theta_se","max_theta_se","median_half_life","min_half_life","max_half_life"
"1","basal_riverine",6.09340089739952,6.09340089739952,6.09340089739952,0.0518406218382502,0.0518406218382502,0.0518406218382502,3.36350204564593,3.36350204564593,3.36350204564593,0.00769317817807688,0.00769317817807688,0.00769317817807688,0.113753746426853,0.113753746426853,0.113753746426853
"2","haplochromini",6.09340089739952,6.09340089739952,6.09340089739952,0.0518406218382502,0.0518406218382502,0.0518406218382502,3.44896765997705,3.44896765997705,3.44896765997705,0.00543311656791797,0.00543311656791797,0.00543311656791797,0.113753746426853,0.113753746426853,0.113753746426853
"3","lake_tanganyika",6.09340089739952,6.09340089739952,6.09340089739952,0.0518406218382502,0.0518406218382502,0.0518406218382502,3.50611394021775,3.50611394021775,3.50611394021775,0.00530844618364345,0.00530844618364345,0.00530844618364345,0.113753746426853,0.113753746426853,0.113753746426853
