"","tree","model","AICc","regime"
"446",93,"OUMV",-1039.96848098559,"riverine_lacustrine"
"447",93,"OUMA",-923.790410024439,"riverine_lacustrine"
"448",93,"OUMVA",-1025.18838690966,"riverine_lacustrine"
"449",94,"BMS",-723.169910485616,"riverine_lacustrine"
"450",94,"OUM",-1031.88522246671,"riverine_lacustrine"
"451",94,"OUMV",-1039.95363445934,"riverine_lacustrine"
"452",94,"OUMA",-937.346585876773,"riverine_lacustrine"
"453",94,"OUMVA",-1018.2194956411,"riverine_lacustrine"
"454",95,"BMS",-723.986324704181,"riverine_lacustrine"
"455",95,"OUM",-1031.88516328897,"riverine_lacustrine"
"456",95,"OUMV",-1039.9540764093,"riverine_lacustrine"
"457",95,"OUMVA",-1022.52860089181,"riverine_lacustrine"
"458",96,"BMS",-722.738720685381,"riverine_lacustrine"
"459",96,"OUM",-1031.91497116396,"riverine_lacustrine"
"460",96,"OUMV",-1039.98751155786,"riverine_lacustrine"
"461",96,"OUMA",-913.06058027874,"riverine_lacustrine"
"462",96,"OUMVA",-1048.80950671319,"riverine_lacustrine"
"463",97,"BMS",-713.852131752663,"riverine_lacustrine"
"464",97,"OUM",-1031.40001808098,"riverine_lacustrine"
"465",97,"OUMV",-1039.71679404308,"riverine_lacustrine"
"466",97,"OUMVA",-939.337867937148,"riverine_lacustrine"
"467",98,"BMS",-721.139268396997,"riverine_lacustrine"
"468",98,"OUM",-1032.40468092035,"riverine_lacustrine"
"469",98,"OUMV",-1040.42656806786,"riverine_lacustrine"
"470",98,"OUMA",-983.692393022468,"riverine_lacustrine"
"471",98,"OUMVA",-951.43561902289,"riverine_lacustrine"
"472",99,"BMS",-726.777234085306,"riverine_lacustrine"
"473",99,"OUM",-1031.41781884088,"riverine_lacustrine"
"474",99,"OUMV",-1039.7298665055,"riverine_lacustrine"
"475",99,"OUMA",-972.425739146677,"riverine_lacustrine"
"476",99,"OUMVA",-1028.77770848158,"riverine_lacustrine"
"477",100,"BMS",-722.629597281247,"riverine_lacustrine"
"478",100,"OUM",-1031.90417449068,"riverine_lacustrine"
"479",100,"OUMV",-1039.9745418706,"riverine_lacustrine"
"480",100,"OUMA",-904.568387018492,"riverine_lacustrine"
"481",100,"OUMVA",-1022.73815793061,"riverine_lacustrine"
