"","precaudal_count","caudal_count","total_count","ln_pc_ln_c","ln_length_ln_width","ln_ant_length_ln_width","ln_post_length_ln_width"
"Mylochromis formosus",2.70805020110221,2.9174053685313,3.51143404304132,-0.209355167429092,1.221145266,-0.115640205,0.9314211545
"Copadichromis quadrimaculatus",2.71611751624441,2.88284055709496,3.49639272452685,-0.166723040850556,0.964750790125,-0.35293416375,0.644896745875
"Copadichromis likomae",2.77063177257921,2.88882616161133,3.52636052461616,-0.118194389032115,0.9094331085,-0.350894773,0.5808135325
"Copadichromis trimaculatus",2.67956218243755,2.87894007512817,3.47804456626643,-0.199377892690622,0.9885662972,-0.2385233692,0.6397010064
"Copadichromis chrysonotus",2.64044886596539,2.83284196463016,3.43464434072812,-0.192393098664773,0.985717700892857,-0.228206951142857,0.635464403285714
"Otopharynx ovatus",2.70805020110221,2.86179255097619,3.4811217321331,-0.15374234987398,0.974378271,-0.285998091,0.647989195
"Otopharynx speciosus",2.63905732961526,2.92281209065833,3.48419889799978,-0.283754761043072,1.038418766,-0.1019420198,0.6662128642
"Otopharynx tetrastigma",2.51158755234585,2.83321334405622,3.3785963472117,-0.32162579171037,0.878956123,-0.190757351,0.497101287
"Docimodus evelynae",2.63905732961526,2.94443897916644,3.49650756146648,-0.305381649551182,0.906180779,-0.354813365,0.573291343
"Tropheops tropheops",2.69222352406629,2.79241179529232,3.43739915713028,-0.100188271226027,0.961719831333333,-0.267808262333333,0.6459086455
"Genyochromis mento",2.62423573518451,2.85576759033523,3.44013512773244,-0.231531855150714,1.12934344233333,-0.0769921262,0.7982236482
"Petrotilapia genalutea",2.70805020110221,2.77258872223978,3.43398720448515,-0.0645385211375711,0.935171293,-0.399163607,0.640265894
"Chindongo cyaneus",2.63905732961526,2.83321334405622,3.43398720448515,-0.194156014440958,0.914368682,-0.323166029,0.606049034
"Chindongo elongatus",2.70805020110221,2.83321334405622,3.46573590279973,-0.125163142954006,1.141642407,-0.128472824,0.818302816
"Pseudotropheus interruptus",2.63905732961526,2.83321334405622,3.43398720448515,-0.194156014440958,1.08149705,-0.2221490295,0.7834562265
"Pseudotropheus johannii",2.69425162680482,2.80896349532964,3.44668668381098,-0.114711868524823,1.12548661775,-0.1975430465,0.84010006775
"Pseudotropheus purpuratus",2.56494935746154,2.89037175789616,3.43398720448515,-0.325422400434628,1.027114295,-0.30668358,0.731750548
"Abactochromis labrosus",2.56494935746154,2.77258872223978,3.36729582998647,-0.207639364778244,1.067207458,0.012359682,0.642689473
"Melanochromis robustus",2.63905732961526,2.83321334405622,3.43398720448515,-0.194156014440958,0.909150035,-0.289932579,0.553225715
"Melanochromis chipokae",2.67355376535873,2.802901033148,3.43398720448515,-0.129347267789264,1.126274804,-0.0910089835,0.786414079
"Melanochromis melanopterus",2.70805020110221,2.81300513678407,3.45515300336153,-0.104954935681861,1.207604579,-0.00463377966666666,0.859642329333333
"Melanochromis loriae",2.70805020110221,2.77258872223978,3.43398720448515,-0.0645385211375711,1.086874356,-0.17608359475,0.765815701
"Melanochromis auratus",2.69819407660407,2.82356233866059,3.45652526904587,-0.125368262056512,1.13515625514286,-0.0947819364285714,0.804529698
"Labeotropheus fuelleborni",2.6641456465196,2.7891227100079,3.42206363254951,-0.124977063488295,0.944099718666667,-0.2933402665,0.622184657833333
"Labeotropheus trewavasae",2.70805020110221,2.86179255097619,3.4811217321331,-0.15374234987398,1.144991958,-0.098748717,0.825191197
"Cynotilapia axelrodi",2.63905732961526,2.83321334405622,3.43398720448515,-0.194156014440958,0.942191102,-0.112701428,0.854582691
"Cynotilapia afra",2.63905732961526,2.83321334405622,3.43398720448515,-0.194156014440958,1.097446315,-0.259164646,0.81197214
"Maylandia lanisticola",2.63905732961526,2.77258872223978,3.40119738166216,-0.133531392624523,0.909350191,-0.302046044,0.570492549
"Maylandia zebra",2.6784818276078,2.75847947490165,3.41274921426284,-0.0799976472938466,0.971824639071429,-0.283557775071429,0.643896169071429
"Iodotropheus sprengerae",2.63905732961526,2.78436702580542,3.40765123377591,-0.145309696190161,1.0155547048,-0.2433571971,0.6871375163
"Labidochromis freibergi",2.56494935746154,2.83321334405622,3.40119738166216,-0.268263986594679,0.970564409,-0.308606233,0.663680015
"Labidochromis strigatus",2.56494935746154,2.86179255097619,3.41759229307365,-0.296843193514654,1.0689573345,-0.2007930695,0.819979874
"Labidochromis pallidus",2.56494935746154,2.83321334405622,3.40119738166216,-0.268263986594679,0.97956998,-0.240919288,0.635879787
"Astatotilapia calliptera",2.5656247883218,2.8150028409303,3.39158226744536,-0.249378052608507,1.03084012055357,-0.14968800775,0.678754049535714
"Astatoreochromis alluaudi",2.53826845490369,2.85226614866953,3.40119738166216,-0.313997693765841,0.913874919666667,-0.280224834333333,0.560064090666667
"Astatoreochromis straeleni",2.56494935746154,2.84216204503346,3.40647706399054,-0.277212687571923,0.972246379,-0.238628668666667,0.633712367166667
"Lobochilotes labiatus",2.69271845188289,2.84591521379843,3.46573590279973,-0.153196761915539,0.904229112555556,-0.136088771777778,0.491306736333333
"Simochromis diagramma",2.70760476606727,2.84429840602656,3.47189023453308,-0.136693639959285,0.8877799285,-0.3169597856,0.5815004421
"Interochromis loocki",2.69743591318114,2.78657901958204,3.43642941204781,-0.0891431064008947,0.855843867384615,-0.299612887538462,0.502876252
"Petrochromis fasciolatus",2.74677331378475,2.802901033148,3.4688130686664,-0.0561277193632459,0.8419588621,-0.3978724114,0.5132176642
"Petrochromis orthognathus",2.740319461671,2.7349412515762,3.4311679588742,0.00537821009479744,0.883237889083333,-0.32146278725,0.5515636995
"Pseudosimochromis marginatus",2.63905732961526,2.83303091205745,3.43393240845839,-0.193973582442195,0.938249430473684,-0.257348910789474,0.62903888531579
"Pseudosimochromis curvifrons",2.70115091395351,2.80861687453199,3.44976384967765,-0.107465960578478,0.8402675146,-0.4145821234,0.5739036039
"Pseudosimochromis babaulti",2.58445145539673,2.84825503190883,3.41845518314794,-0.263803576512108,0.979089613157895,-0.219457752736842,0.661831529
"Ctenochromis horei",2.55294295131051,2.83269341285974,3.3961121489108,-0.279750461549237,1.0458629785,-0.0436544707,0.6467331752
"Gnathochromis pfefferi",2.57168644583915,2.82770201480018,3.40119738166216,-0.256015568961029,0.945968859818182,-0.179466788545455,0.572430049545455
"Limnotilapia dardennii",2.75968101801227,2.89546936076622,3.52337522830119,-0.135788342753958,1.0050643558,-0.2646430144,0.6902402986
"Petrochromis famula",2.71450405321597,2.7528357759664,3.42712331105408,-0.0383317227504292,0.80332725,-0.3146797228,0.4413359139
"Petrochromis horii",2.76613487012602,2.79683857096636,3.47496740039975,-0.030703700840331,0.7526928233,-0.3968687234,0.3923102672
"Petrochromis polyodon",2.75824682865365,2.79279692951193,3.46915497598492,-0.0345501008582718,0.879045779777778,-0.228262834888889,0.511570996333333
"Petrochromis macrognathus",2.77865118442142,2.86716177156254,3.51731276611955,-0.0885105871411116,0.9291158992,-0.2315651655,0.5847110149
"Petrochromis trewavasae",2.77258872223978,2.77258872223978,3.46573590279973,0,0.7695706083,-0.3613409753,0.413033203
"Petrochromis ephippium",2.78606086042121,2.7793247913305,3.47599312235531,0.006736069090715,0.850986044444444,-0.264630313222222,0.487099882333333
"Tropheus moorii",2.68735233965612,2.77219733230767,3.42415025763825,-0.0848449926515427,0.815862265,-0.3575445671,0.5301548688
"Tropheus brichardi",2.65285590391265,2.7334201745223,3.38751778417832,-0.0805642706096514,0.850891707,-0.3209569162,0.5622782955
"Tropheus duboisi",2.68045305250743,2.73948263670394,3.40436519105919,-0.0590295841965145,0.7824633574,-0.4191198061,0.4952176528
"Orthochromis polyacanthus",2.58347635049997,2.83070744192555,3.40857869181446,-0.247231091425588,1.1309077635,-0.02767146325,0.7626749185
"Orthochromis stormsi",2.57421285398075,2.78774487769389,3.37986994575827,-0.213532023713138,1.090472262,-0.121043054857143,0.738581668857143
"Orthochromis kalungwishiensis",2.59670991695599,2.943844566263,3.47885813540569,-0.34713464930701,1.23038239514286,-0.0632955181428571,0.919902421285714
"Orthochromis indermauri",2.58141779571792,2.82946017529125,3.40666235213265,-0.24804237957333,1.16072334694444,-0.125119246222222,0.860469281611111
"Ctenochromis oligacanthus",2.484906649788,2.63905732961526,3.25809653802148,-0.154150679827258,1.028631367,-0.02380848,0.611198441
"Serranochromis robustus",2.7887552880575,2.9372300163304,3.55904973442454,-0.148474728272907,1.08144956633333,-0.0386078449333333,0.6918178408
"Serranochromis thumbergi",2.89037175789616,2.92641657207635,3.60178492124819,-0.0360448141801837,1.03341633266667,-0.241673439666667,0.713216125
"Serranochromis angusticeps",2.740319461671,2.91026056680131,3.52229771071371,-0.169941105130313,1.013117694875,-0.107144186625,0.627075399125
"Serranochromis macrocephalus",2.72693937001621,2.912991216102,3.5178911871645,-0.186051846085797,1.12914627568085,0.0545568717659574,0.720706850489362
"Serranochromis longimanus",2.75645409195539,2.8475029475162,3.49650756146648,-0.0910488555608149,0.9515312195,-0.197711144,0.5748662055
"Serranochromis stappersi",2.83321334405622,2.83321334405622,3.52636052461616,0,0.900702467,-0.356563614,0.572724088
"Serranochromis meridianus",2.70805020110221,2.89037175789616,3.49650756146648,-0.182321556793954,0.961231914,-0.169513091,0.577955059
"Pharyngochromis acuticeps",2.70805020110221,2.84273974636287,3.47086451257752,-0.134689545260664,1.0942372625,0.0168078696666667,0.694106091
"Sargochromis carlottae",2.67355376535873,2.81300513678407,3.43927865420424,-0.139451371425337,0.922385797666667,-0.239287188,0.558099275666667
"Sargochromis mellandi",2.6268767553336,2.83030309006685,3.42715007502705,-0.203426334733255,1.07558474692,-0.02060379302,0.68248329648
"Sargochromis mortimeri",2.70805020110221,2.83321334405622,3.46573590279973,-0.125163142954006,1.005474617,-0.070416274,0.619994379
"Sargochromis codringtonii",2.73151875424315,2.84297556330412,3.48243162210452,-0.111456809060973,0.956341778454545,-0.256157868363636,0.622370257181818
"Thoracochromis albolabris",2.56494935746154,2.94443897916644,3.46573590279973,-0.379489621704904,1.018515896,-0.083111551,0.649032673
"Orthochromis machadoi",2.484906649788,2.9174053685313,3.41759229307365,-0.432498718743302,1.117922724,-0.0743528725,0.7572324915
"Pseudocrenilabrus philander",2.4990318334951,2.75691093787385,3.32975925717158,-0.257879104378757,0.934150605764706,-0.204587912294118,0.555181058
"Pseudocrenilabrus multicolor",2.48130133851579,2.71218284364603,3.29708668601715,-0.230881505130239,0.880060433107143,-0.322585931285714,0.533868073107143
"Ctenochromis pectoralis",2.484906649788,2.83321334405622,3.36729582998647,-0.348306694268216,1.010400766,-0.087098413,0.621384881
"Eretmodus marksmithi",2.57977095189228,2.82108841969293,3.40119738166216,-0.241317467800648,1.0770319761,-0.0863424025,0.7258373225
"Spathodus marlieri",2.59459254632303,2.81502595751129,3.40447636394445,-0.22043341118826,1.1037805678,-0.0697761332,0.7632168032
"Spathodus erythrodon",2.55767274767303,2.82770201480018,3.39503346317567,-0.270029267127143,1.07496460681818,-0.0692271077272727,0.717409563909091
"Tanganicodus irsacae",2.54093654515948,2.8503608682082,3.40119738166216,-0.309424323048725,1.0804442521,-0.1065851319,0.7390865522
"Eretmodus cyanostictus",2.63164653239989,2.77258872223978,3.39780722649459,-0.140942189839895,0.9494556172,-0.2081473652,0.5959007287
"Chalinochromis brichardi",2.83321334405622,2.83321334405622,3.52636052461616,0,1.2235139849,-0.095385814,0.9242494877
"Chalinochromis cyanophleps",2.83892918544021,2.92281209065833,3.5750676753661,-0.0838829052181191,1.3356339143,0.0067002138,1.0417269845
"Julidochromis dickfeldi",2.75322716589851,2.84429840602656,3.4933385260481,-0.0910712401280471,1.3315495487,0.0479351686,1.0180350094
"Julidochromis ornatus",2.75968101801227,2.83286672325857,3.49035322973313,-0.0731857052463005,1.4564335728,0.1601155737,1.1434609581
"Julidochromis marksmithi",2.77215384453743,2.85188101444992,3.50645854918304,-0.07972716991249,1.43425483588889,0.153458188555556,1.11824104244444
"Julidochromis regani",2.77258872223978,2.8503608682082,3.50546345041138,-0.0777721459684195,1.3381581659,0.0391618286,1.0297767827
"Julidochromis marlieri",2.74912016909885,2.85919444125619,3.49922146720736,-0.110074272157346,1.37412476936364,0.104906915636364,1.05197915490909
"Neolamprologus furcifer",2.64891345411339,2.96988748872574,3.51557131479174,-0.320974034612341,1.24454524971429,0.0469813627857143,0.901239555071429
"Neolamprologus timidus",2.63905732961526,2.9698353133384,3.51134750041368,-0.330777983723145,1.3562460409,0.1734386447,1.0007929026
"Neolamprologus buescheri",2.63164653239989,2.89577848002319,3.46573590279973,-0.264131947623306,1.324501146,0.1679515534,0.9505676648
"Neolamprologus prochilus",2.56494935746154,2.90118520215022,3.44033694414806,-0.336235844688683,1.0438096159,-0.0602778886,0.6498176675
"Neolamprologus obscurus",2.54894081592683,2.91709624927434,3.44340770152868,-0.368155433347506,1.0642322043,-0.0797282473,0.687059687
"Neolamprologus niger",2.57977095189228,2.91199864640427,3.45303642347389,-0.332227694511994,1.2121959222,0.0672913855,0.8319793316
"Neolamprologus mustax",2.65975519106134,2.86750839236019,3.46256103296827,-0.207753201298841,1.017019157,-0.2348170038,0.6859592849
"Neolamprologus nigriventris",2.74588244371488,2.94443897916644,3.54357996148483,-0.198556535451563,1.4291828444,0.231575105,1.0715351504
"Neolamprologus pectoralis",2.76183230205019,2.93542777562139,3.54568554919833,-0.173595473571209,1.50114796183333,0.2234046615,1.181100846
"Neolamprologus bifasciatus",2.63164653239989,2.91199864640427,3.47496740039975,-0.280352114004388,1.1387049554,-0.0153507197,0.7642969327
"Neolamprologus leleupi",2.70805020110221,2.81184973412524,3.45482732347892,-0.103799533023032,1.14523377266667,-0.0803117073333333,0.810352688333333
"Neolamprologus longior",2.70115091395351,2.87894007512817,3.48727606386645,-0.17778916117466,1.3268800365,0.088497254,0.9914879696
"Neolamprologus cylindricus",2.75968101801227,2.89546936076622,3.52328868567355,-0.135788342753958,1.3777224458,0.1267899461,1.045380201
"Neolamprologus cancellatus",2.63905732961526,2.99573227355399,3.52636052461616,-0.356674943938732,1.428690166,0.1990974955,1.102909833
"Telmatochromis vittatus",2.740319461671,2.95252554041724,3.54561749420612,-0.212206078746249,1.43501515725,0.000168543333333333,1.17557954783333
"Telmatochromis dhonti",2.63905732961526,2.91199864640427,3.47804456626643,-0.272941316789016,1.1240352583,-0.104339026,0.7879265739
"Telmatochromis brichardi",2.70805020110221,2.93334814222411,3.52030338935858,-0.225297941121902,1.5476328343,0.1776535384,1.2589197208
"Telmatochromis bifrenatus",2.70760476606727,2.95416993233387,3.53207148936317,-0.246565166266594,1.5304601489,0.139681322,1.2503324617
"Telmatochromis brachygnathus",2.72239209468834,2.88402082302506,3.49972248009233,-0.161628728336722,1.173971896,-0.155910095777778,0.888588115111111
"Telmatochromis temporalis",2.69080198323047,2.89461976028788,3.49130239372893,-0.203817777057409,1.165795542,-0.104737905666667,0.847245899916667
"Neolamprologus devosi",2.61788362328562,2.94404270389748,3.48771565899026,-0.326159080611856,1.340844139,0.101313252142857,1.00665819171429
"Neolamprologus pulcher",2.71163567449874,2.80605162884218,3.45333134653803,-0.09441595434344,1.04024787072222,-0.217330331666667,0.712659026333333
"Neolamprologus falcicula",2.68045305250743,2.86719927310322,3.47189023453308,-0.186746220595789,1.1062081964,-0.1108607,0.7619286332
"Neolamprologus walteri",2.66205495344424,2.86496801841174,3.46220826965366,-0.202913064967501,1.13000083944444,-0.0992693195555556,0.791838169666667
"Neolamprologus splendens",2.70805020110221,2.86750839236019,3.48419889799978,-0.159458191257975,1.0500620086,-0.1820081998,0.7125399362
"Neolamprologus gracilis",2.74677331378475,2.84464502682421,3.49035322973313,-0.0978717130394533,1.2011878364,-0.0695857162,0.8761241864
"Neolamprologus marunguensis",2.70715933103233,2.80896349532964,3.45303642347389,-0.101804164297308,1.013626853,-0.2396752348,0.6893354486
"Neolamprologus savoryi",2.63164653239989,2.85542096953758,3.44340770152868,-0.223774437137693,1.0497443409,-0.0998264672,0.6778009313
"Neolamprologus christyi",2.73783721085801,2.8896584057647,3.51007384549316,-0.151821194906689,1.18572027061538,-0.0715450909230769,0.866124756461538
"Neolamprologus petricola",2.77258872223978,2.89577848002319,3.52925927830349,-0.123189757783411,1.0755019405,-0.2068123298,0.7637178303
"Neolamprologus modestus",2.76613487012602,2.90118520215022,3.52925927830349,-0.135050332024195,1.0753640308,-0.163991918,0.744954213
"Neolamprologus mondabu",2.70805020110221,2.8775463243438,3.48996183980102,-0.169496123241587,1.2319413738,0.0036586548,0.8963907947
"Neolamprologus tetracanthus",2.76613487012602,2.92794142009708,3.54375304674011,-0.161806549971061,1.2201085402,0.009555522,0.8766681306
"Neolamprologus toae",2.63905732961526,2.89577848002319,3.4688130686664,-0.256721150407934,0.9958464119,-0.129385073,0.6149680115
"Variabilichromis moorii",2.69425162680482,2.86719927310322,3.47804456626643,-0.172947646298399,0.8782882849,-0.3037055212,0.5326430259
"Neolamprologus sexfasciatus",2.63905732961526,2.94443897916644,3.49650756146648,-0.305381649551182,0.9989702497,-0.0978570117,0.6048651016
"Neolamprologus tretocephalus",2.63905732961526,2.90659192427725,3.47496740039975,-0.267534594661989,1.0787955256,-0.043886346,0.7021214954
"Neolamprologus brevis",2.65438907883458,2.91440163401629,3.48614826463122,-0.260012555181706,1.02718853944444,-0.182777910444444,0.675584050666667
"Neolamprologus calliurus",2.68045305250743,2.91199864640427,3.49650756146648,-0.231545593896845,1.0707107634,-0.2414844812,0.7583952042
"Lamprologus callipterus",2.57236015467691,3.04452243772342,3.52925927830349,-0.472162283046514,1.2049674993,-0.0486377957,0.8742475886
"Lamprologus ocellatus",2.41723113435162,2.82609214074589,3.33610354570979,-0.40886100639427,1.16784393177778,0.008765278,0.797435557666667
"Lamprologus speciosus",2.4152975481963,2.81502595751129,3.32844011332216,-0.399728409314989,1.1889370528,0.0537100777,0.8102529236
"Altolamprologus calvus",2.55694508669418,2.8900626386392,3.43070822220285,-0.333117551945014,0.9594520509,-0.1478229171,0.5710621602
"Altolamprologus compressiceps",2.5563516131422,2.89546936076622,3.4338830920343,-0.339117747624023,0.9001092273,-0.1737690613,0.5017910051
"Lepidiolamprologus mimicus",2.75968101801227,2.97008562636022,3.56379932457942,-0.210404608347948,1.3548423578,0.068812639,1.0364073913
"Lepidiolamprologus profundicola",2.78016679996684,3.00183104407517,3.59036868200314,-0.221664244108335,1.297521595125,0.036447827375,0.973104167625
"Lepidiolamprologus kendalli",2.75968101801227,2.90087608289325,3.52627398198852,-0.141195064880986,1.4293976467,0.187370372,1.091967952
"Lepidiolamprologus nkambae",2.70805020110221,2.94443897916644,3.52636052461616,-0.23638877806423,1.437925242,0.191223518,1.105574816
"Lepidiolamprologus elongatus",2.71450405321597,2.95442024535568,3.53497024305049,-0.239916192139711,1.2407799975,0.0209615175,0.896762798
"Lepidiolamprologus kamambae",2.75968101801227,2.91712797584303,3.53505678567814,-0.157446957830763,1.422880996,0.1648216663,1.0924048654
"Neolamprologus boulengeri",2.66665447821004,2.92821881278536,3.49949285778145,-0.261564334575318,1.3010757411,0.1147285877,0.9396170666
"Neolamprologus meeli",2.6697208280539,2.92040910304632,3.49650756146648,-0.250688274992414,1.22392557644444,0.0560524891111111,0.855188786
"Lepidiolamprologus attenuatus",2.75322716589851,2.97008562636022,3.56098223688275,-0.216858460461705,1.3918974179,0.0789680488,1.0804886772
"Neolamprologus pleuromaculatus",2.70805020110221,2.94443897916644,3.52636052461616,-0.23638877806423,1.4064923895,0.174257341,1.06548791925
"Lamprologus lemairii",2.56494935746154,2.94443897916644,3.46573590279973,-0.379489621704904,1.1385305617,0.0530661134,0.7413324389
"Neolamprologus leloupi",2.57236015467691,2.93362553491239,3.46256103296827,-0.361265380235476,1.248441733,0.0078244345,0.9136924085
"Neolamprologus caudopunctatus",2.63062351226653,2.88465591651217,3.45928845917203,-0.254032404245637,1.0803899462,-0.1985104591,0.7583129932
"Neolamprologus fasciatus",2.56494935746154,2.99573227355399,3.49650756146648,-0.430782916092454,1.3012132555,0.1372082159,0.93364472
"Neolamprologus multifasciatus",2.55694508669418,2.83858256464256,3.40108620877689,-0.281637477948379,1.10845251,-0.06235074,0.742071472
"Neolamprologus similis",2.55694508669418,2.8560767095922,3.41103432850905,-0.299131622898012,1.1189634538,-0.0145049286,0.7369939235
"Lamprologus ornatipinnis",2.484906649788,3.03859683091914,3.49288433372194,-0.553690181131144,1.29787319066667,0.0354131707777778,0.971173604222222
"Neolamprologus ventralis",2.56494935746154,2.94443897916644,3.46573590279973,-0.379489621704904,1.21066131766667,0.037364788,0.843842135833333
"Lamprologus kungweensis",2.44140096129319,2.98497298863286,3.44351181397952,-0.543572027339672,1.2985867824,0.0940607563,0.9485903176
"Lamprologus laparogramma",2.41723113435162,3.01713866538284,3.45504444340066,-0.599907531031215,1.31002809744444,0.106160842333333,0.957338323111111
"Lamprologus signatus",2.45880323669111,3.01036932280482,3.46573590279973,-0.551566086113709,1.3066708335,0.0846894315,0.9613348191
"Bathybates graueri",2.69550604265004,2.96309108621646,3.53163098586584,-0.267585043566422,1.31482357972727,0.196696263909091,0.923308593636364
"Bathybates minor",2.69425162680482,3.0438180949947,3.57772590679426,-0.349566468189884,1.2065166023,-0.0040758643,0.8526682871
"Bathybates fasciatus",2.88628901405045,3.0908947209966,3.68707103925792,-0.204605706946144,1.60165419635714,0.307919099785714,1.28256357514286
"Bathybates hornii",2.70805020110221,2.99573227355399,3.55534806148941,-0.287682072451781,1.45316106,0.24301733,1.102618422
"Bathybates leo",2.73570956730403,3.0236123673651,3.58351893845611,-0.287902800061068,1.44323155885714,0.242385478142857,1.086083377
"Bathybates vittatus",2.74677331378475,3.00549030638788,3.57788476306277,-0.258716992603125,1.5364189982,0.3810509918,1.1618420902
"Bathybates ferox",2.70805020110221,3.00061128997093,3.55816514918608,-0.292561088868724,1.4216710329,0.2418181294,1.0593530307
"Hemibates koningsi",2.70805020110221,2.99573227355399,3.55534806148941,-0.287682072451781,1.026006825,-0.2011557275,0.6807313575
"Hemibates stenosoma",2.74390493506753,2.96153674396229,3.55212722405905,-0.217631808894763,1.07406354111111,-0.163612941555556,0.734204095777778
"Boulengerochromis microlepis",2.76613487012602,2.88465591651217,3.52038993198623,-0.118521046386145,1.2352842215,-0.0110835116,0.905536311
"Trematocara macrostoma",2.484906649788,2.95469763804395,3.44033694414806,-0.46979098825595,1.3402074757,0.1588765756,0.9793496648
"Trematocara nigrifrons",2.484906649788,2.84464502682421,3.37407614032161,-0.359738377036205,1.2085533317,0.0721920643,0.8263709357
"Trematocara zebra",2.40659641049733,2.93903225703941,3.40119738166216,-0.532435846542079,1.2046540921,0.0850531456,0.8143052212
"Trematocara caparti",2.39789527279837,2.87131895328285,3.35559872338272,-0.473423680484478,1.25652785366667,0.0915175126666667,0.887597397666667
"Trematocara stigmaticum",2.484906649788,2.84273974636287,3.37294608859909,-0.357833096574874,1.1434081535,0.0131878196666667,0.754943900833333
"Trematocara marginatum",2.484906649788,2.8503608682082,3.37746629548918,-0.3654542184202,1.1718912916,0.0705055487,0.7742462214
"Trematocara unimaculatum",2.43656699590487,2.92610835797827,3.40484069530915,-0.489541362073395,1.14162270555556,0.0743578171111111,0.730999560555556
"Gobiocichla ethelwynnae",2.92305571239686,2.79257328989685,3.55354174653306,0.130482422500009,1.95347222060714,0.452935168074074,1.69944628122222
"Gobiocichla wonderi",2.87586135496691,2.8780131266244,3.57035530038358,-0.00215177165748681,1.75808344992,0.42669229012,1.4543220846
"Steatocranus irvinei",2.83321334405622,2.70805020110221,3.46573590279973,0.125163142954006,1.2721086615,-0.060648654,0.9774100455
"Etia nguti",2.58965201484611,2.54493868054315,3.26124156535339,0.044713334302958,0.789566982416667,-0.266063293333333,0.38889054825
"Chilochromis duponti",2.70677872328176,2.68532351810265,3.39027313149857,0.0214552051791044,0.945333481057692,-0.228032077634615,0.591890800576923
"Tilapia guinasana",2.51401308894201,2.61210897610481,3.25809653802148,-0.0980958871628004,0.71785279025,-0.340130267714286,0.452927984285714
"Tilapia sparrmanii",2.58273450855999,2.63713916686522,3.30475719157055,-0.0544046583052293,0.811344050857143,-0.398790072571429,0.475198836428571
"Steatocranus rouxi",2.68444737664615,2.78823357803454,3.431234146182,-0.103786201388395,1.35162081205882,0.0317795154117647,1.04714754664706
"Steatocranus gibbiceps",2.66080835958266,2.76433632704533,3.40756828053365,-0.103527967462669,1.24722989617073,0.0151662464634146,0.906175543439024
"Steatocranus glaber",2.69942609216634,2.7322521465288,3.4093948373679,-0.0328260543624581,1.267268908625,-0.012545937875,0.9473157045
"Steatocranus mpozoensis",2.70760476606727,2.7778684045572,3.43684973696408,-0.0702636384899251,1.3031639576,-0.0497065948,1.0146687975
"Steatocranus tinanti",2.70491416148917,2.83305578914819,3.46420104541469,-0.128141627659027,1.54993450415789,0.263290414789474,1.23056048252632
"Steatocranus casuarius",2.71701545553047,2.70175472494481,3.40303932214196,0.0152607305856596,1.13290017312121,-0.121362462606061,0.809204623151515
"Steatocranus ubanguiensis",2.63905732961526,2.70805020110221,3.36729582998647,-0.0689928714869517,1.174087032,-0.218473254,0.893213165
"Pelmatolapia mariae",2.66205495344424,2.63735229605967,3.34390161677896,0.0247026573845739,0.785709524,-0.280590965,0.3757037035
"Oreochromis tanganicae",2.75968101801227,2.72741175744348,3.4371620743166,0.0322692605687855,0.7835576217,-0.4215797528,0.4465345465
"Alcolapia grahami",2.56895954785177,2.69940935147441,3.32991508118167,-0.13044980362264,1.13555314623529,0.0700646606470588,0.733057705352941
"Alcolapia alcalica",2.55351468493675,2.72529431433144,3.33668292488327,-0.171779629394696,1.04351802042857,-0.123323628857143,0.691049551571429
"Iranocichla hormuzensis",2.70805020110221,2.63905732961526,3.36729582998647,0.0689928714869517,0.9856783605,-0.084459552,0.5942274765
"Oreochromis mortimeri",2.72741175744348,2.67355376535873,3.39441707132702,0.0538579920847471,0.9417815069,-0.1646058613,0.5638208545
"Oreochromis shiranus",2.67355376535873,2.740319461671,3.40119738166216,-0.0667656963122614,0.9476603685,-0.2734688125,0.6170307475
"Oreochromis malagarasi",2.70805020110221,2.63735229605967,3.36689924060794,0.0706979050425418,0.762137242333333,-0.352463119,0.396106158
"Oreochromis macrochir",2.70805020110221,2.77258872223978,3.43398720448515,-0.0645385211375711,0.819060591,-0.445072939,0.508246412
"Oreochromis leucostictus",2.63905732961526,2.63905732961526,3.3322045101752,0,0.85203741275,-0.39194844975,0.52370802475
"Oreochromis niloticus",2.71763797117801,2.69043078736802,3.39769702101905,0.027207183809987,0.7811178301,-0.3809123963,0.428272643
"Sarotherodon galilaeus",2.71450405321597,2.6380343094819,3.37056700834048,0.0764697437340627,0.6842220349,-0.4881760358,0.3418132251
"Pungu maclareni",2.70805020110221,2.63905732961526,3.36729582998647,0.0689928714869517,0.87853404,-0.270181108,0.503440377
"Sarotherodon linnellii",2.60941414075377,2.73386560955724,3.36729582998647,-0.124451468803469,0.912636562533333,-0.152195703666667,0.515642134533333
"Sarotherodon melanotheron",2.63905732961526,2.56494935746154,3.29583686600433,0.0741079721537217,0.8479337506,-0.203118497,0.4685504748
"Tylochromis labrodon",2.63905732961526,2.70805020110221,3.36729582998647,-0.0689928714869517,0.83464463675,-0.28004781675,0.46595370975
"Tylochromis sudanensis",2.63905732961526,2.70805020110221,3.36729582998647,-0.0689928714869517,0.921774238,-0.271668205,0.572152868
"Tylochromis praecox",2.64595661676395,2.75968101801227,3.39780722649459,-0.113724401248313,0.857024769,-0.192283535666667,0.449147465777778
"Tylochromis robertsi",2.57468839126638,2.77202959376533,3.37213890879729,-0.197341202498952,0.941990619285714,-0.118843772142857,0.551311219428571
"Tylochromis lateralis",2.62847047645044,2.72648977857009,3.37213890879729,-0.0980193021196465,0.863326033928571,-0.246512165428571,0.489201633142857
