"","all_species_data_tree_edges","pic.total.all","pic.precaudal.all","pic.caudal.all","pic.ln.pc.ln.c.all","pic.aspect.ratio.all","pic.ant.aspect.ratio.all","pic.post.aspect.ratio.all"
"469",469,0.0469649385100295,0.106403029306547,0.00242590134121506,0.10397712796534,-0.124284640952024,-0.421046204137979,0.0143517201850509
"470",470,-0.00339425593938175,0,-0.00596386398635801,0.0059638639863438,-0.259260609095144,-0.230253982604455,-0.272061995550173
"471",471,-0.00583490313535235,0.00745390465088917,-0.0169311861172476,0.0243850907681403,-0.0764209807093378,-0.10104698554848,-0.0615089481050953
"472",472,0.0122215614843754,0.0386846264089151,-0.00708741657698822,0.0457720429858857,-0.0307669765607208,0.0375590515541646,-0.0478121625469382
"473",473,0.472016792290315,0,0.854877829851938,-0.854877829851872,-2.08438829803738,-4.19487163226953,-1.46837966143452
"474",474,0.025513377581855,-0.0589637005840103,0.0924154446011928,-0.151379145185189,0.152469499195541,0.096238789117751,0.16544769512986
"475",475,-0.00285601140500569,-0.0474723249604723,0.029944593340494,-0.0774169183009682,-0.221239881951231,-0.155801017739609,-0.222297637739235
"476",476,-0.0261075855434103,0.0630629904964655,-0.0932984121422497,0.156361402638721,-0.195987556058183,-0.23181512449535,-0.179244107244688
"477",477,-0.00640620275015777,-0.0838648882735757,0.0531384306533413,-0.137003318926921,-0.118659253940843,0.0740077800853028,-0.161823581217691
"478",478,0.0822415001251256,0.145435110880832,0.0364185111164016,0.109016599764425,-0.185520465843248,-0.26687629030094,-0.127828270236039
"479",479,0.0527971539229658,0,0.0899122028660641,-0.0899122028660579,0.275398057838329,0.26315678277493,0.246279414901052
"480",480,-0.0186913953343077,-0.017022896428847,-0.0205213291287122,0.00349843269985681,-0.0676521881022778,-0.119508639372547,-0.0576061426999602
"481",481,-0.00506774413859699,0.00675951656860189,-0.014337174448752,0.0210966910173573,0.00103970500130918,0.0314049951263724,-0.0059439176562837
"482",482,-0.0309071603392448,-0.0168846840323063,-0.0426204462334061,0.0257357622011152,-0.242750040930129,-0.350992537528172,-0.207591479995447
"483",483,0,-0.0246237253199884,0.017964820338261,-0.0425885456582483,-0.021490830188152,0.0580771493492547,-0.0526278837944611
"484",484,0.014316396860639,0.0805957942539863,-0.0377651188950056,0.118360913149,-0.136935053507561,-0.206018841338115,-0.0964295539933277
"485",485,0.0221817019037549,-0.0733584434027567,0.0945876120935503,-0.167946055496317,-0.076214928258834,0.174844235946291,-0.0786729500603836
"486",486,0.0555698600834927,0.235932102591816,-0.0768251205991691,0.312757223190989,0.185600380871809,0.139162583428215,0.200012968597802
"487",487,0.0204173470464739,0.0722603802142502,-0.0208664273248396,0.0931268075390861,0.0115471576624363,-0.0532710680842688,0.054468535531805
"488",488,-0.0575665160167898,-0.0264820341360442,-0.0827580929010451,0.0562760587649841,-0.183458457369919,-0.254425207503309,-0.142509999678064
"489",489,-0.0576149812833225,-0.07293384327452,-0.0458952023788861,-0.0270386408956362,0.029792032797167,0.109521237045855,-0.0472369175438666
"490",490,-0.0567116044106502,-0.0898831535091248,-0.0307551134915063,-0.0591280400176314,-0.321365186934733,-0.158085885476111,-0.413513438957137
"491",491,-0.000309088746428336,-0.0740876183730079,0.0504353323449938,-0.124522950717994,0.061359292608409,0.167998350297885,0.0154940128709958
"492",492,-0.050422420400253,-0.0186725483397969,-0.0763909156172039,0.0577183672774105,0.0739880566852893,0.0349715829874667,-0.00814512022685974
"493",493,0.239999077862888,0.179874893258669,0.290090757303874,-0.110215864045226,0.0146490122479508,-0.466607138842627,0.16554278513315
"494",494,-0.0538319464383451,-0.12172336047845,-0.00321926276196908,-0.118504097716474,-0.101473156240353,0.0329745217422574,-0.15936066021451
"495",495,-0.0550360163931625,-0.0198107966345812,-0.0794938900269317,0.0596830933923286,-0.317644861910046,-0.530474621836178,-0.210117750080335
"496",496,-0.0268633408290284,-0.14830745629002,0.0706438284453692,-0.218951284735388,0.123602962141739,0.204087205437891,0.125384358222876
"497",497,0.0903837874868425,0.0105252419654741,0.153512408387115,-0.142987166421646,0.100197293877308,-0.0134179224595602,0.137080639940268
"498",498,0.0444598986526998,0.155541837572223,-0.0396509389433955,0.19519277651562,0.457323833091636,0.247602538395635,0.549644740992998
"499",499,-0.0511545439851513,-0.123196463416,0,-0.123196463416002,0.0532758749614613,0.0210091201552873,0.068062283023107
"500",500,0.0586499153346197,0.18457329013224,-0.0405110477408084,0.225084337873058,-0.0581951387161153,-0.112829134195974,-0.0484052014401102
"501",501,0.00260856063639317,-0.0600138884612701,0.0552623380245145,-0.115276226485791,0.0438523208805048,0.0881059079782266,0.0357054532924899
"502",502,0.111141877628288,0.138185465496669,0.0860787515554931,0.05210671394118,-0.0524680748201831,-0.149708839910081,-0.0210018224813816
"503",503,0.0091867248581138,0.0141986889477237,0.00164854024250706,0.0125501487052285,-0.0249062590985877,0.0920678819348475,-0.0547733473770921
"504",504,-0.0751802915414713,-0.141705526936951,-0.0153828856840283,-0.126322641252935,0.123132323155203,0.174851440127869,0.0916297142218961
"505",505,-0.209099193862053,-0.273162546704741,-0.160376429066608,-0.112786117638138,-0.792704331655107,-0.522630535681413,-0.814147416304106
"506",506,0.0590220193151433,6.98849339527111e-16,0.102268783476168,-0.102268783476178,0.0221126883573106,-0.0235593394047583,0.139836365498546
"507",507,-0.0111510630442809,0,-0.0185112934475352,0.0185112934475291,-0.134926323840443,-0.141482561936192,-0.126565373641873
"508",508,-0.073120152113699,0,-0.125522773122086,0.125522773122086,0.110441944986996,0.200656816844861,0.239035929592504
"509",509,0.0402971007651581,0.00914466108551981,0.0652749933336795,-0.0561303322481717,0.235339930419765,0.268877751959302,0.217032980890587
"510",510,0.0490440050594532,-0.0115095201723776,0.0962296171642276,-0.107739137336611,-0.117687503480102,-0.23560865209321,-0.0203631925798581
"511",511,0.0571671443794662,0.0837555359918269,0.0366328461267411,0.0471226898650801,0.141295439255276,0.0996899381616583,0.138351504082066
"512",512,-0.0101517355453313,-0.0446832816063106,0.0151268581652588,-0.0598101397715661,-0.140995468778193,-0.102071472533192,-0.140006757655705
"513",513,0.107250602073667,0.145472031030372,0.0779297547836145,0.0675422762467582,-0.0854278649606656,-0.261063424593072,0.0329714324922498
"514",514,0.0319561214022078,0.0818837343546484,-0.00496170915192811,0.0868454435065787,0.148890021027779,0.244828341323662,0.122266498210253
"515",515,-0.0222814617604319,-0.0666094319419982,0.0130498514479638,-0.0796592833899687,0.0201818463560271,0.0587952576844517,0.0222464611627136
"516",516,-0.0422190826376743,0,-0.0741808723254136,0.0741808723254084,0.0819418563491341,0.102083046286161,0.132299954284229
"517",517,-0.0425767558624832,-0.0243076851635496,-0.0559735272843075,0.0316658421207523,0.0260424595076417,-0.0198617218836696,0.00684791334500371
"518",518,-0.015841558908238,0.0214820155530676,-0.0441833862822446,0.0656654018353178,-0.283829869178882,-0.260081235474158,-0.310025393293448
"519",519,0.032696541864932,0.0443382892392428,0.0227983235059256,0.0215399657333259,-0.155741589585449,-0.439411812684074,-0.0269074875110513
"520",520,0,-0.061706384647558,0.0475932476324627,-0.109299632280029,-0.062658901218367,0.0975140772611943,-0.131197681705247
"521",521,0,0.107063458614182,-0.0825765069095539,0.18963996552375,-0.084017440717364,-0.019580362046516,-0.109654183271748
"522",522,-0.0562811591989787,-0.150230386597882,0.018359097327333,-0.168589483925216,-0.017759954126964,0.158063648040445,-0.0750792444036206
"523",523,0.116033308374769,0.1400604423282,0.0984487487933763,0.0416116935348208,0.175213362663995,0.0975879525317312,0.185815358062413
"524",524,-0.0098803784640275,0.0432995637150412,-0.0524837672450856,0.0957833309601262,-0.0610773107673027,-0.0237472572238585,-0.0790150719237167
"525",525,0.0212785165701487,0.110017647199043,-0.0419522785916851,0.151969925790724,0.0350508543520695,-0.0665143262580076,0.0648933958519081
"526",526,0.0851927482353824,0.0985614698243199,0.0734230228530852,0.0251384469712271,0.154418582740581,0.0242211113876169,0.198766956500357
"527",527,-0.0628527938826026,-0.00618709713922698,-0.107679594947206,0.101492497807976,-0.326193285390134,-0.299968580500341,-0.349302457147997
"528",528,0.045106325908771,0.0351826233200891,0.0510934987124809,-0.0159108753923953,0.0735752899325588,-0.033217076685871,0.120033051654853
"529",529,0.0700262567679999,0.0358016838286849,0.098321165481473,-0.0625194816527927,0.00797573847446666,-0.332238791330269,0.145557077457892
"530",530,0.0163710662599799,0.0381414296845596,-0.00162809242566398,0.0397695221102278,-0.0108598662198898,-0.0490636585578008,0.0151903985416776
"531",531,0.0266051882893256,0.0654200123580977,-0.00577490856892338,0.0711949209270239,0.00301312317855933,0.0133062606088499,0.0223977919253843
"532",532,-0.00484735047079305,-0.0251846567795402,0.0140508977439289,-0.0392355545234698,0.0275867960051863,0.0710254037914303,0.0581019632406937
"533",533,0.0435681291858847,0.0012748101165589,0.0802458304391099,-0.0789710203225485,0.133972923075188,0.134169693333411,0.212465253386272
"534",534,0.0134561888064735,0.0426630243910861,-0.0121682317934718,0.0548312561845564,0.0492886960333493,-0.00737793860667639,-0.128888415069352
"535",535,-0.012648459654413,-0.00485193401771503,-0.0205208391275966,0.015668905109878,0.0648953079525997,0.0763574179269881,0.0522494428717696
"536",536,-0.0259820977234457,-0.0380007785530322,-0.0172242076331246,-0.0207765709199103,0.0733160472116161,0.0619288415782973,0.0632889896590718
"537",537,-0.00908603082564955,-0.00807012016811474,-0.0114373309946513,0.00336721082653831,-0.021952480015098,0.0927861369469142,-0.0840855144026799
"538",538,-0.0340556878943683,-0.120352965715589,0.0391147471319746,-0.15946771284757,-0.0700364442858095,-0.00213307545943165,-0.112683039998142
"539",539,-0.0200132312408595,0.11749712330035,-0.12888436498929,0.246381488289652,0.0750630358061233,0.325145235379206,-0.0353388385390591
"540",540,0.106261398404758,0.156508928763011,0.0630709161634863,0.0934380125995336,0.0200778992437436,-0.202769270322112,0.130431344411386
"541",541,-0.0304186934139194,-0.0743654781623739,0.00726061965635056,-0.081626097818717,-0.272905899525649,-0.267077978447283,-0.272805690253235
"542",542,0,-0.0430266473570467,0.037807880261138,-0.0808345276181903,-0.270814960064729,-0.248113035741514,-0.290850729629191
"543",543,-0.0237320337504047,0.0103782593491058,-0.0536739781723383,0.0640522375214344,-0.0508396653539166,-0.0856086685726643,-0.0407648971339934
"544",544,-0.0230870623997757,-0.100340663631407,0.0440850964335959,-0.144425760064994,-0.079970986961469,-0.0447325319687218,-0.102975867273696
"545",545,-0.0572433976012372,-0.0425554816731,-0.0704368855330116,0.0278814038599164,-0.194719342685323,-0.188612256682986,-0.196768675577189
"546",546,-0.0278518184657934,-0.060524589482331,0,-0.0605245894823329,-0.199377828597076,-0.170796287408522,-0.186201454508994
"547",547,0,0,0,0,-0.128391322803112,0.121120611267465,0.0352376252142944
"548",548,-0.0109260577218799,-0.0372888316177004,0.0133449346227203,-0.0506337662404269,-0.0590901417434687,-0.0174867400242027,-0.0694272690419824
"549",549,0.00412101328200039,-0.0429526991939806,0.0444014516834404,-0.0873541508774159,0.0951469345109558,0.195503591522898,0.0705239131240663
"550",550,-0.00315279849958593,0.0783457975050689,-0.0730081147047669,0.151353912209832,-0.193161238223376,-0.219887168094211,-0.175520347915244
"551",551,-0.000987392840166731,-0.0497798466112652,0.0386468640171889,-0.0884267106284539,-0.0077579574404414,-0.0039902247749639,0.0088385447787594
"552",552,0.0124920835409271,0,0.0217758932279122,-0.0217758932279169,0.0612468057587046,-0.020999863265217,0.161457196741763
"553",553,-0.0268809136334121,0,-0.0468581484611565,0.0468581484611651,-0.161323941686602,-0.176769258695555,-0.256267503083238
"554",554,-0.0706526433078079,-0.091065122362655,-0.0557529967636425,-0.0353121255990094,-0.244092250965409,-0.300243989137026,-0.221475532580217
"555",555,-0.0660422191484798,-0.144775844221796,-0.00210058831986168,-0.142675255901935,-0.185427201796538,-0.0002504718350332,-0.257292806965336
"556",556,-0.017194783776267,-0.135282196634284,0.0733929971119168,-0.208675193746205,-0.0687819475833938,0.0236542079867846,-0.10493416425158
"557",557,0.00838322878810169,0.104133187096743,-0.0609307928015618,0.165063979898309,0.144635414919932,0.196909693262128,0.127692201571988
"558",558,-0.0319388744673309,0.0400192987087779,-0.0866978722074719,0.126717170916261,-0.212769285106522,-0.274179387306101,-0.191936976907662
"559",559,-0.0614500326169166,-0.100578350271018,-0.0281500376966551,-0.0724283125743655,-0.132921563509058,-0.0620147906941172,-0.160618424638294
"560",560,0.0547922270128494,0,0.100525167267203,-0.100525167267207,0.0565590866545591,0.0370957440200048,0.066197285238672
"561",561,0.0252089812532617,0.0586722901893673,-0.00219151523463963,0.060863805424002,0.148736526138443,0.090627320588339,0.175406845043305
"562",562,-0.0498770233768269,-0.0327711271353772,-0.0647304371010908,0.0319593099657042,-0.0965690048935674,-0.108998498798453,-0.0917001790650486
"563",563,0.0168373500405189,-0.0114022659827364,0.0426779866957273,-0.0540802526784632,0.0200777372190544,0.110064802736104,-0.0281034054221098
"564",564,0.0144395919085104,0.0059206557067676,0.0209762008243451,-0.0150555451175779,0.0159074238947277,0.0202864761235085,0.0119508467324081
"565",565,0.0206170580780806,0.00994521682962183,0.0284918132587828,-0.0185465964291624,0.0426570088428765,0.030015846977581,0.0471669410474079
"566",566,0.000599406502436363,0.00265772639143588,-0.00110733949493534,0.00376506588637054,-0.0213252563168367,-0.0434299137504045,-0.0143392144274531
"567",567,0.00259503256002497,-0.0149635620513559,0.0155673482145895,-0.0305309102659477,-0.0507969380825647,-0.0571481470272961,-0.0493870503269542
"568",568,0.0141469017917589,0.0200178453943939,0.00983858079278072,0.0101792646016148,0.051993438009151,0.049987427186311,0.0508882643332614
"569",569,-0.13113938513082,0.0670300753479287,-0.276184391679871,0.343214467027797,-0.837844562368793,-1.18746459704697,-0.705288433225165
"570",570,-0.00102302772669092,-0.00789173675439011,0.0018076649067462,-0.00969940166113985,-0.0368462847236761,-0.225053142493305,0.064997053452651
"571",571,-0.0459090663146938,-0.0537426857104823,-0.0437829872729417,-0.0099596984375406,-0.207752932778327,-0.234297880763018,-0.220076895821224
"572",572,0.000468538198756068,-0.163667632946888,0.123368753693545,-0.287036386640434,0.0390032396845398,-0.0093519175481239,0.0693452038453079
"573",573,0,0.210272067250967,-0.150155063318573,0.360427130569554,0.0228325857360856,0.138842218128615,-0.0261112767994189
"574",574,-0.0839842461414099,-0.00105212763908909,-0.146778585919057,0.145726458279992,-0.0451751137741643,0.197232933994388,-0.134724436089093
"575",575,0.0326583978313345,-0.00241512940859925,0.0578000139877687,-0.0602151433963431,0.0175397368868819,0.192731502425643,-0.0711053006181738
"576",576,-0.0663458121517714,-0.0672361791640195,-0.0654259904638826,-0.00181018870010999,0.0886421132383997,0.488019147750405,-0.0695784420563854
"577",577,0.00694857192894166,0.0635396059168027,-0.0340301746009607,0.0975697805177611,-0.383313606556896,-0.192416717589007,-0.47849665693461
"578",578,-0.0145139305881091,-0.13271927516949,0.071081021699197,-0.203800296868682,-0.194629202277179,-0.11643068261569,-0.239551597740891
"579",579,0.0815748003531231,-0.0204851604435942,0.158957238557575,-0.179442399001181,0.150307781442502,0.0967872918162381,0.166291564697827
"580",580,0.0829148725721051,0.00200738667379404,0.139240775819642,-0.137233389145856,0.460128496938075,0.299360608540875,0.538573842426995
"581",581,8.66654497230354e-12,-0.140044773370269,0.0945973964501623,-0.234642169820417,0.12286870082998,0.289238335978398,0.0718800826269014
"582",582,0.2172543645588,0.547727261788076,0,0.547727261788049,-0.139206620627383,-0.738745091628573,0.171037455440276
"583",583,0.147411872292977,0,0.251038648519029,-0.251038648519012,0.465065354589513,0.235847732460209,0.578384989013003
"584",584,-0.0321961200579233,-0.0676225836807264,-0.00850588866774966,-0.0591166950129558,-0.339875130342812,-0.205998026764323,-0.399560165681731
"585",585,-0.0706415037226409,-0.155165722589641,-0.0109868737433903,-0.144178848846222,0.178454701738753,0.521176769777541,0.0334441331603535
"586",586,0.124025306606797,0.163224095123665,0.095434673620868,0.0677894215028075,0.524998510213099,0.399112393000267,0.577854281608835
"587",587,-0.00817019146354236,-0.0435144493449507,0.0151510485121049,-0.0586654978570731,0.0207777868846631,0.105094702996152,0.0238860968787819
"588",588,-0.0649443767053825,-0.0582499920312066,-0.0703502825792304,0.012100290548028,-0.183720909795602,-0.155181515852219,-0.196817560679941
"589",589,0.00794462975944622,-0.00501227947751946,0.0175973447475802,-0.022609624225103,0.0653926033965003,0.122007939202386,0.0418935810615443
"590",590,0.0405071424790999,0.0846203412410201,0.00832340680606711,0.076296934434953,-0.10034854887124,-0.259319577757792,-0.0294762241126554
"591",591,0.0142649358014198,0.00499013930967242,0.0209855296444387,-0.0159953903347604,0.018030673600432,0.0837358428975856,0.00639476750522784
"592",592,0.03416177520539,-0.0126536097789542,0.0706841905217095,-0.0833378003006748,0.0873996235536852,0.138600243460816,0.0572220266524566
"593",593,-0.0382143186966533,0,-0.0666142618234339,0.0666142618234446,-0.102157306353129,-0.12190428988658,-0.0639402312027882
"594",594,0.00488170138323451,-0.035120240925426,0.0352634067325911,-0.0703836476580138,0.165650893552325,0.151361734992318,0.170066458469779
"595",595,-0.0195238033448209,-0.0320162831067168,-0.01135911683062,-0.0206571662760954,-0.015803748922044,0.0329710939335531,-0.0385533858969596
"596",596,0.0238897721184932,0.0637245794537449,-0.00508882091114504,0.0688134003648969,0.00608949462360465,-0.0236860557241544,0.0103520539101671
"597",597,0.0500381667536745,0.0785453040829429,0.0286860049170743,0.049859299165861,-0.0292741207790735,-0.0302467421214417,-0.0286466021968427
"598",598,-1.23103875941823,-1.83538062740553,-0.761504070092225,-1.07387655731315,-5.56675396875791,-4.96773681242116,-5.64514026815901
"599",599,0.00802048689369908,0.0018294595110274,0.0128285752701056,-0.0109991157590778,0.0473712190173295,0.0535798878376297,0.0453926666094569
"600",600,0,0.0539466153627812,-0.0408593518348295,0.0948059671976051,0.0531787559053622,0.0196232910002269,0.0587820991517437
"601",601,0.00213328177285396,0.0107805507168488,-0.00408261307730391,0.0148631637941519,0.02358527701209,0.0168071365885635,0.0297579505901368
"602",602,0.0291539354969566,0.0276491907481262,0.0300286412739935,-0.00237945052586646,0.02639965046007,0.0420439779102014,-0.00503784760668999
"603",603,-0.0156771223115035,-0.0423169899310971,0.00825623127949326,-0.0505732212105931,0.0156632966370932,-0.00695241522075927,0.0233765727958594
"604",604,-0.0111914524292813,-0.0333453389873422,0.00847173504334423,-0.0418170740306906,0.0629710240349735,0.053750107764258,0.0708327621440198
"605",605,-0.0134633731549962,-0.00915689224298234,-0.0181493210556942,0.00899242881270965,0.0051237287800987,-0.0268324047963563,0.0168830801733439
"606",606,-0.00717085151662745,-0.0255672154481424,0.00825080830141945,-0.0338180237495662,0.0361698013437968,0.0421794996139931,0.0395425585120828
"607",607,0.00347173157248302,-0.0399903630572987,0.0427215213673839,-0.0827118844246834,0.0233382284567267,0.0342727304051286,0.022208620093377
"608",608,-0.0325871912423744,-0.0750523276226112,0.00361359764958331,-0.0786659252721948,0.0267716325918345,0.0384003940093408,0.0305814866485732
"609",609,0.0194924620974097,0.0434238686923095,4.77567974588652e-05,0.0433761118948499,-0.0419960594026506,-0.102232283879902,0.00705060277885335
"610",610,0.0100468507831385,0.0367862842634124,-0.0117811821311046,0.04856746639452,-0.0385808640169655,-0.0500379955384777,-0.0259236597471345
"611",611,-0.00610319788941529,-0.0239377721605283,0.00941188488362143,-0.0333496570441526,0.0377731258878462,0.0606151643467,0.0212552684565318
"612",612,-0.00202277521461658,-0.0074556815826565,0.00198545017992804,-0.00944113176258774,0.0397353193522005,0.0540226581180495,0.0295558784211729
"613",613,0.0351422670287347,0.016494434665061,0.0520765473318552,-0.0355821126667975,0.0736556677975219,0.0182687619958503,0.0908767804520065
"614",614,-0.0161333220346377,-0.0245795643668304,-0.00813151844508488,-0.0164480459217451,0.0069174171511177,0.048952240326015,-0.00515202267861735
"615",615,-0.00256517835614187,-0.00620474368347263,0.000673899373991725,-0.00687864305746615,0.00685616127691858,0.0753885929476277,-0.0375935116787959
"616",616,0.00923502970481901,-0.0044899899891036,0.0223028415671534,-0.0267928315562547,0.0387256968480555,0.0342955342863695,0.0404893407923708
"617",617,-0.0203794502522208,-0.00863473079091439,-0.0314697704119704,0.022835039621056,-0.0211887112144326,0.00139748277936715,-0.0309514486785814
"618",618,-0.00342835104832255,-0.0045028985493759,-0.00225144927468973,-0.00225144927468795,-0.0272121206281088,-0.0323243641146342,-0.0247558879248189
"619",619,0.000498542373450382,-0.00351257872960572,0.00452307927844432,-0.00803565800804755,0.0172808315809064,0.027108730790502,0.0173097839053626
"620",620,0.0123172572173332,0.0115990385579151,0.0130383832017778,-0.00143934464385971,-0.01177825591727,-0.0123021861356494,-0.0108011409548649
"621",621,0.0249889282261914,0.0385659600725357,0.0143277853763534,0.0242381746961825,0.0319983081197177,0.0368665112888073,0.0305781719242666
"622",622,0.00587995443139938,0.0257038073671229,-0.0105198315768505,0.0362236389439734,-0.0477622607372323,-0.00652715740001851,-0.0653700525619824
"623",623,0.079146987181841,0.076776584269165,0.0801180103373396,-0.00334142606817611,-0.00471873381875741,-0.0352283781286779,0.0107837179631986
"624",624,0.021270107783127,0.0811233986934273,-0.0259105385404004,0.107033937233829,-0.00239639693892933,-0.0259718078335873,-0.00185810417332791
"625",625,-0.0359205675616405,-0.0430649126654244,-0.0292737636599222,-0.0137911490055018,0.00051440305793332,0.0207177495818722,-0.00352270293604774
"626",626,-0.010192679687962,-0.0132071421110082,-0.00807904647061597,-0.00512809564038979,-0.0730667640093727,-0.117508625688558,-0.0500505010692148
"627",627,-0.0253334834959926,-0.0409383345129448,-0.0115350745932508,-0.0294032599196914,0.0296293847257917,0.0966268244645611,-0.0014401908266929
"628",628,-0.0231246063076672,-0.0411238308668092,-0.00821925014871123,-0.0329045807181017,-0.00461428179340667,-0.0423285543200807,0.000211117295311591
"629",629,-0.00750815864708325,-0.0288952556866079,0.0107082433663133,-0.039603499052926,0.0948373258529515,0.135375265231441,0.0769995353771509
"630",630,-0.0349320052125161,-0.0429744450120699,-0.0280787845275612,-0.0148956604845099,-0.0391098527695061,-0.0167902961990289,-0.0484154558201735
"631",631,0.000806618554511177,-0.0149481244571654,0.0152357130909876,-0.0301838375481548,0.0501562397827605,0.0901664966466869,0.0326986307145148
